Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members,Top GO Terms,Top GO Term p-values,Top GO FDRs,Top GO Term Fold Enrichments
1877,7,0.6832,14.35,4635.0,0.003077,0.9992989999999999,MSTO1 PDCD5 PFDN1 PFDN4 SSSCA1 TCP1 TXNDC9,negative regulation of amyloid fibril formation|regulation of amyloid fibril formation|protein folding|translocation of peptides or proteins into host cell cytoplasm|positive regulation of protein insertion into mitochondrial outer membrane,6.423e-06|9.595e-06|2.715e-05|0.0005824|0.0005824,0.1013|0.07568|0.1427|1|1,572.1|457.7|45.16|3432|3432
1878,4,0.675,4.05,3334.0,0.0012109999999999998,0.9929309999999999,GPR142 LGALS3BP SSTR2 TMEM235,somatostatin signaling pathway|somatostatin receptor signaling pathway|peristalsis|phasic smooth muscle contraction|cellular response to estradiol stimulus,0.001165|0.001165|0.002328|0.003878|0.007166,1|1|1|1|1,1030|1030|468.1|271|143
1879,10,0.6504,29.27,7247.0,0.004011,0.999933,AQP7 CBWD2 CNTNAP3 CNTNAP3B OR2S2 PGM5 SPATA31A6 SPATA31A7 ST3GAL1 ZNF658,"memory B cell differentiation|immunological memory formation process|immunological memory process|negative regulation of activated CD8-positive, alpha-beta T cell apoptotic process|regulation of activated CD8-positive, alpha-beta T cell apoptotic process",0.0009704|0.001455|0.001455|0.001455|0.00194,1|1|1|1|1,2060|1030|1030|1030|686.5
1880,9,0.6535,23.53,7398.0,0.0031620000000000003,0.9998530000000001,C18orf32 CDH7 CNDP2 CTIF SERPINB10 SERPINB2 SERPINB5 SERPINB7 ST8SIA3,negative regulation of endopeptidase activity|negative regulation of peptidase activity|negative regulation of proteolysis|regulation of endopeptidase activity|regulation of peptidase activity,2.502e-06|2.925e-06|9.426e-06|2.13e-05|2.732e-05,0.03946|0.02307|0.04956|0.08399|0.08618,37.36|35.9|26.61|21.59|20.25
1881,4,0.6641,3.985,3214.0,0.001235,0.9929309999999999,DSC3 DSG2 DSG3 STAC2,cornification|homophilic cell adhesion via plasma membrane adhesion molecules|keratinization|cell-cell adhesion via plasma-membrane adhesion molecules|keratinocyte differentiation,4.92e-09|2.277e-08|7.505e-08|1.286e-07|1.471e-07,7.761e-05|0.0001796|0.0003946|0.000507|0.0004642,145.8|98.66|72.9|63.61|61.48
1882,26,0.6525,212.1,20180.0,0.01037,1.0,AOC2 AOC3 KRT16 KRT20 KRT23 KRT24 KRT25 KRT26 KRT28 KRT31 KRT33B KRTAP1-4 KRTAP1-5 KRTAP3-1 KRTAP3-2 KRTAP4-11 KRTAP4-2 KRTAP4-3 KRTAP4-4 KRTAP4-8 KRTAP4-9 KRTAP9-3 KRTAP9-8 KRTAP9-9 STAT5A TUBG2,keratinization|keratinocyte differentiation|epidermal cell differentiation|skin development|epidermis development,1.718e-38|6.129e-37|1.983e-35|1.173e-33|7.179e-33,2.709e-34|4.834e-33|1.043e-31|4.627e-30|2.265e-29,74.25|62.62|53.1|43.81|40.24
1883,4,0.6746,4.047,2635.0,0.001529,0.9929309999999999,LATS2 MARK2 MARK3 STK11,protein phosphorylation|peptidyl-serine phosphorylation|protein autophosphorylation|peptidyl-serine modification|phosphorylation,1.234e-06|2.832e-06|2.925e-06|4.088e-06|6.121e-06,0.01946|0.02234|0.01538|0.01612|0.01931,30.11|84.87|83.95|74.98|20.15
1884,6,0.6756,10.13,4583.0,0.0022,0.998474,CFAP53 LHX3 NEUROD1 OTP OTX2 STMN1,brain development|head development|central nervous system development|forebrain development|neuron differentiation,3.674e-07|4.85e-07|1.507e-06|1.731e-06|1.806e-06,0.005795|0.003825|0.007923|0.006826|0.005698,23.04|21.78|17.32|36.13|16.7
1885,6,0.6664,9.996,5014.0,0.0019850000000000002,0.998474,CA2 CA3 CYP7A1 FABP4 SNX16 SULF1,one-carbon metabolic process|bicarbonate transport|organic substance transport|organic anion transport|anion transport,5.767e-05|6.651e-05|7.15e-05|8.816e-05|9.245e-05,0.9098|0.5246|0.3759|0.3477|0.2917,176|163.5|7.909|30.29|7.504
1886,12,0.657,43.36,9372.0,0.004594,0.999986,CXCL2 FAM47E PF4 SULT1B1 SULT1E1 TMPRSS11B UGT2A1 UGT2A3 UGT2B11 UGT2B15 UGT2B4 UGT2B7,cellular glucuronidation|uronic acid metabolic process|glucuronate metabolic process|estrogen metabolic process|steroid metabolic process,1.532e-15|5.132e-15|5.132e-15|2.437e-11|4.476e-11,2.417e-11|4.047e-11|2.698e-11|9.609e-08|1.412e-07,542|429.1|429.1|225.8|45.85
1887,4,0.6616,3.97,2868.0,0.0013779999999999999,0.9929309999999999,DCTN4 LARS RPS14 SUMO2,leucyl-tRNA aminoacylation|glutaminyl-tRNA aminoacylation|translation|cellular response to leucine|cellular response to leucine starvation,0.0005825|0.0005825|0.00205|0.002134|0.002134,1|1|1|1|1,2574|2574|26.82|514.9|514.9
1888,4,0.6668,4.001,2614.0,0.001523,0.9929309999999999,HEATR3 MDM2 SURF2 XPO7,protein localization to nucleus|cellular response to vitamin B1|response to formaldehyde|transcription factor catabolic process|response to vitamin B1,0.0003832|0.0003883|0.0003883|0.0005825|0.0007766,1|1|1|1|1,62.79|5149|5149|2574|1716
1889,10,0.6616,29.77,7391.0,0.004001,0.999933,DAND5 SYCE2 ZNF433 ZNF441 ZNF443 ZNF490 ZNF564 ZNF625 ZNF69 ZNF709,"regulation of transcription by RNA polymerase II|regulation of transcription, DNA-templated|regulation of nucleic acid-templated transcription|regulation of RNA biosynthetic process|regulation of RNA metabolic process",6.984e-08|9.238e-07|9.261e-07|9.38e-07|1.805e-06,0.001102|0.007286|0.00487|0.003699|0.005695,7.168|5.351|5.349|5.342|4.959
1890,9,0.6776,24.39,7538.0,0.003218,0.9998530000000001,C5AR1 C5AR2 CABP5 FFAR3 FGF21 FUT2 GPR32 KLK3 SULT2B1,complement receptor mediated signaling pathway|complement component C5a signaling pathway|inflammatory response|phospholipase C-activating G protein-coupled receptor signaling pathway|defense response,4.594e-08|1.271e-06|1.898e-06|1.378e-05|1.763e-05,0.0007247|0.01003|0.009979|0.05435|0.05562,475.3|2060|20.76|62.41|8.727
1891,19,0.6572,112.4,15580.0,0.007146,1.0,ADAM2 ADAM32 ADRB3 AP3M2 C8orf58 CHRNA6 CHRNB3 DKK4 ERLIN2 LETM2 NKX6-3 PLPP5 RNF170 RNF5 SLC20A2 TNFRSF10A TNFRSF10B TNFRSF10C TNFRSF10D,TRAIL-activated apoptotic signaling pathway|extrinsic apoptotic signaling pathway via death domain receptors|extrinsic apoptotic signaling pathway|activation of NF-kappaB-inducing kinase activity|cell surface receptor signaling pathway,5.557e-08|4.264e-06|8.439e-05|0.0001514|0.0001622,0.0008765|0.03363|0.4437|0.5971|0.5116,542|101.6|35.73|120.4|3.924
1892,8,0.6607,18.5,5948.0,0.003092,0.9996790000000001,COX14 MTO1 NSUN3 PET117 PREPL SURF1 TACO1 YBEY,mitochondrial cytochrome c oxidase assembly|respiratory chain complex IV assembly|cytochrome complex assembly|mitochondrial respiratory chain complex assembly|mitochondrion organization,1.39e-10|2.546e-10|8.476e-10|4.389e-08|1.613e-05,2.192e-06|2.008e-06|4.457e-06|0.0001731|0.05088,468.1|396.1|286|102|22.53
1893,4,0.6552,3.931,3092.0,0.001267,0.9929309999999999,DCUN1D5 SENP8 TACR3 UBE2R2,protein modification by small protein conjugation or removal|positive regulation of protein neddylation|positive regulation of uterine smooth muscle contraction|tachykinin receptor signaling pathway|hyperosmotic salinity response,0.0004856|0.001165|0.001553|0.001747|0.001747,1|1|1|1|1,14.98|1030|735.5|643.6|643.6
1894,5,0.6697,6.697,3681.0,0.001811,0.996692,HLA-A HLA-C MICB OR2J3 TAPBP,"antigen processing and presentation of endogenous peptide antigen via MHC class I|antigen processing and presentation of endogenous peptide antigen|antigen processing and presentation of endogenous antigen|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent|antigen processing and presentation of exogenous peptide antigen via MHC class I",7.816e-09|1.056e-08|2.504e-08|5.398e-07|6.502e-07,0.0001233|8.326e-05|0.0001316|0.002129|0.002051,726.9|650.4|475.3|162.6|152.6
1895,4,0.659,3.9539999999999997,2576.0,0.0015279999999999998,0.9929309999999999,ATXN2L LSM12 PUM1 TARDBP,mRNA destabilization|RNA destabilization|positive regulation of mRNA catabolic process|positive regulation of mRNA metabolic process|negative regulation of translation,1.778e-05|2.091e-05|4.185e-05|0.0001052|0.0002689,0.2804|0.1649|0.2201|0.4149|0.8482,302.9|278.3|194.3|121.1|75.16
1896,7,0.6773,14.22,5528.0,0.00256,0.9992989999999999,PRB4 PRH2 RERG TAS2R13 TAS2R20 TAS2R30 TAS2R46,detection of chemical stimulus involved in sensory perception of bitter taste|sensory perception of bitter taste|detection of chemical stimulus involved in sensory perception of taste|sensory perception of taste|detection of chemical stimulus involved in sensory perception,4.245e-10|6.916e-10|7.574e-10|4.76e-09|1.045e-05,6.696e-06|5.455e-06|3.982e-06|1.877e-05|0.03297,326.9|287|280.2|173.1|24.22
1897,9,0.6529,23.51,7136.0,0.003275,0.9998530000000001,CLEC2B CLEC4C CLEC6A KLRC1 TAS2R13 TAS2R20 TAS2R7 TAS2R8 TAS2R9,detection of chemical stimulus involved in sensory perception of bitter taste|sensory perception of bitter taste|detection of chemical stimulus involved in sensory perception of taste|sensory perception of taste|detection of chemical stimulus involved in sensory perception,3.035e-12|5.547e-12|6.207e-12|6.052e-11|8.768e-07,4.788e-08|4.375e-08|3.263e-08|2.387e-07|0.002766,317.8|279.1|272.4|168.3|23.54
1898,4,0.6637,3.9819999999999998,3092.0,0.001283,0.9929309999999999,ANKRD45 FMO2 ITLN1 TBX19,drug metabolic process|response to nematode|oxygen metabolic process|NADPH oxidation|protein homotrimerization,5.293e-05|0.0009706|0.0009706|0.001698|0.003878,0.8349|1|1|1|1,179.1|1373|1373|686.5|274.6
1899,7,0.6822,14.33,5378.0,0.00265,0.9992989999999999,ABHD11 CLDN3 PON1 SEMA3E TBL2 TBXAS1 TRIM50,response to fatty acid|icosanoid metabolic process|response to ethanol|response to fluoride|regulation of transepithelial transport,0.0002165|0.0006369|0.000955|0.001698|0.001698,1|1|1|1|1,90.53|52.07|42.33|735.5|735.5
1900,6,0.6717,10.07,3863.0,0.002593,0.998474,CCNE2 CCNF CKS1B E2F3 SKP2 TCF19,mitotic cell cycle phase transition|cell cycle phase transition|G1 phase|mitotic G1 phase|mitotic cell cycle process,3.168e-09|3.632e-09|2.772e-08|2.772e-08|2.425e-07,4.998e-05|2.865e-05|0.0001458|0.0001093|0.0007649,60.22|58.58|490.4|490.4|25.05
1901,5,0.6759,6.7589999999999995,4143.0,0.001625,0.996692,ATP12A C1QTNF9 RNF6 SIAH3 TCTN3,protein K27-linked ubiquitination|negative regulation of protein targeting to mitochondrion|negative regulation of establishment of protein localization to mitochondrion|protein K6-linked ubiquitination|establishment or maintenance of transmembrane electrochemical gradient,0.001456|0.001698|0.002183|0.002425|0.003394,1|1|1|1|1,823.8|686.5|514.9|457.7|316.8
1902,4,0.6539,3.923,2695.0,0.001449,0.9929309999999999,DLG5 PKN2 TEAD1 TP53BP2,intracellular signal transduction|apical junction assembly|cell-cell junction assembly|cell-cell junction organization|zonula adherens assembly,3.44e-05|6.606e-05|0.0002316|0.0004912|0.0005825,0.5427|0.521|1|1|1,13.08|153.7|81.08|55.36|2574
1903,19,0.6567,112.3,15230.0,0.007304000000000001,1.0,AIPL1 ALDH3A1 ALOX12B ALOX15 ALOXE3 ASGR2 C17orf107 CCDC144A CLEC10A KCTD11 MFSD6L MYH10 MYH2 MYH4 MYH8 TMEM256 TNFSF12 TNFSF13 VAMP2,hepoxilin biosynthetic process|hepoxilin metabolic process|lipoxygenase pathway|linoleic acid metabolic process|actin filament-based movement,1.453e-07|1.453e-07|6.373e-07|1.327e-06|4.365e-06,0.002292|0.001146|0.003351|0.005234|0.01377,361.3|361.3|203.2|154.8|36.44
1904,16,0.6645,79.74,12780.0,0.006183,0.999999,ALDH3A1 ALOX15B CCDC144A CCDC144NL DRC3 GID4 KRT16 MFAP4 MIEF2 SLC47A2 TBC1D28 TNFRSF13B TNFSF12 TNFSF13 ZNF287 ZNF624,tumor necrosis factor-mediated signaling pathway|cellular response to tumor necrosis factor|response to tumor necrosis factor|cannabinoid biosynthetic process|epithelial cell migration,0.0001493|0.001069|0.00145|0.001649|0.002457,1|1|1|1|1,29.08|14.65|13.17|1211|27.53
1905,5,0.6694,6.694,3277.0,0.002032,0.996692,GNB1L TELO2 TTI1 TTI2 WDR73,regulation of TOR signaling|positive regulation of TORC2 signaling|regulation of TORC2 signaling|positive regulation of TORC1 signaling|telomere maintenance via telomerase,0.0002357|0.000728|0.000728|0.004362|0.007261,1|1|1|1|1,83.21|2060|2060|242.3|142
1906,4,0.6629,3.977,2894.0,0.001369,0.9929309999999999,DIP2B MAP4K4 TAOK1 TENM3,generation of neurons|neurogenesis|positive regulation of protein acetylation|regulation of neuron projection development|regulation of protein acetylation,1.363e-05|1.966e-05|3.181e-05|3.837e-05|8.451e-05,0.215|0.155|0.1672|0.1513|0.2666,16.49|15.04|223.9|35.27|135.5
1907,14,0.6502,59.17,11190.0,0.005247,0.9999969999999999,ARPC1B C7orf43 CYP3A43 CYP3A5 CYP3A7 PILRA PILRB RNF148 TES WNT16 WNT2 ZKSCAN1 ZSCAN21 ZSCAN25,oxidative demethylation|demethylation|lipid hydroxylation|cardiac epithelial to mesenchymal transition|retinoic acid metabolic process,2.999e-07|1.003e-05|1.319e-05|0.0001278|0.000216,0.004731|0.07911|0.06936|0.504|0.6815,250.1|72.01|452.6|126.7|96.01
1908,4,0.6574,3.944,2905.0,0.001352,0.9929309999999999,OR2B3 OR2J3 OR2W1 TEX14,detection of chemical stimulus involved in sensory perception of smell|sensory perception of smell|detection of chemical stimulus involved in sensory perception|detection of chemical stimulus|sensory perception of chemical stimulus,3.915e-05|4.671e-05|5.225e-05|6.46e-05|7.223e-05,0.6176|0.3684|0.2747|0.2548|0.2279,35.03|33|31.78|29.59|28.5
1909,5,0.6768,6.768,3800.0,0.001773,0.996692,NAT8 REG3G SIX3 STON1 TEX261,neuroblast migration|peptidyl-lysine N6-acetylation|optic vesicle morphogenesis|regulation of neural retina development|proximal/distal axis specification,0.0004854|0.000728|0.000728|0.0009706|0.001213,1|1|1|1|1,4119|2060|2060|1373|1030
1910,5,0.6827,6.827000000000001,3410.0,0.0019920000000000003,0.996692,CIP2A LIG1 POLQ RHNO1 TEX30,DNA recombination|DNA replication|base-excision repair|DNA repair|recombinational repair,2.577e-05|4.519e-05|0.0001242|0.0003249|0.0003809,0.4065|0.3564|0.653|1|1,45.97|38|118.4|19.43|66.65
1911,5,0.6595,6.595,3951.0,0.001662,0.996692,ASL CASTOR3 CLDN3 CYP51A1 TFF1,"cholesterol biosynthetic process via 24,25-dihydrolanosterol|arginine biosynthetic process via ornithine|'de novo' AMP biosynthetic process|cellular response to L-arginine|arginine biosynthetic process",0.0005824|0.0008735|0.001165|0.001165|0.001456,1|1|1|1|1,3432|1716|1144|1144|858.1
1912,7,0.6684,14.04,5529.0,0.002526,0.9992989999999999,ADCY8 GSDMC KCNQ3 LYPD2 TG WISP1 ZNF250,glucose mediated signaling pathway|sugar mediated signaling pathway|hexose mediated signaling|iodide transport|glucose homeostasis,0.001358|0.001358|0.001358|0.001698|0.001741,1|1|1|1|1,980.7|980.7|980.7|735.5|31.13
1913,6,0.6613,9.919,4455.0,0.002215,0.998474,ASCL1 IGF2BP1 LIN28B PHOX2B SOX11 TGIF2,noradrenergic neuron differentiation|positive regulation of neuron differentiation|sympathetic nervous system development|regulation of neuron differentiation|autonomic nervous system development,1.646e-09|7.471e-09|2.772e-08|1.223e-07|2.677e-07,2.596e-05|5.892e-05|0.0001458|0.0004824|0.0008445,1471|144.5|490.4|70.77|219.1
1914,6,0.6821,10.23,5063.0,0.002012,0.998474,GOLGA6B PLEKHO2 SCAMP2 SCAMP5 SLC24A1 THAP10,macrophage apoptotic process|myeloid cell apoptotic process|inflammatory cell apoptotic process|response to light intensity|calcium ion import across plasma membrane,0.001165|0.002037|0.002328|0.00349|0.004942,1|1|1|1|1,1144|572.1|490.4|312|214.5
1915,5,0.6508,6.507999999999999,3387.0,0.001912,0.996692,DDX39B RBM33 THOC5 THOC6 THOC7,viral mRNA export from host cell nucleus|translocation of molecules into host|mRNA 3'-end processing|mRNA export from nucleus|mRNA-containing ribonucleoprotein complex export from nucleus,3.298e-13|4.764e-13|1.856e-09|4.588e-09|4.588e-09,5.203e-09|3.758e-09|9.759e-06|1.809e-05|1.448e-05,2060|1831|187.2|148.4|148.4
1916,6,0.6514,9.772,4609.0,0.0021100000000000003,0.998474,CAPN5 KCTD21 OMP P2RY2 P2RY6 THRSP,G protein-coupled purinergic nucleotide receptor signaling pathway|purinergic nucleotide receptor signaling pathway|phospholipase C-activating G protein-coupled receptor signaling pathway|cellular response to pyrimidine ribonucleotide|response to pyrimidine ribonucleotide,8.468e-06|8.263e-05|0.0003524|0.0005824|0.0005824,0.1336|0.6517|1|1|1,490.4|146.1|69.34|3432|3432
1917,14,0.658,59.87,10510.0,0.005651,0.9999969999999999,C8orf33 FOXH1 GLI4 GSDMC LYPD2 MAPK15 MROH6 NAPRT RHPN1 TIGD5 ZFP41 ZNF250 ZNF696 ZNF707,pyridine nucleotide salvage|positive regulation of metaphase/anaphase transition of meiotic cell cycle|positive regulation of metaphase/anaphase transition of meiosis I|regulation of metaphase/anaphase transition of meiosis I|positive regulation of meiotic chromosome separation,0.001358|0.001358|0.001358|0.001358|0.001358,1|1|1|1|1,1471|1471|1471|1471|1471
1918,7,0.6632,13.93,4721.0,0.002932,0.9992989999999999,LYRM4 SLC25A37 TIMM10 TIMM10B TIMM22 TIMM29 TIMM9,protein insertion into mitochondrial inner membrane|protein insertion into mitochondrial membrane|establishment of protein localization to mitochondrial membrane|inner mitochondrial membrane organization|protein targeting to mitochondrion,2.965e-15|8.051e-14|1.886e-13|2.832e-12|4.023e-12,4.676e-11|6.35e-10|9.915e-10|1.117e-08|1.269e-08,1337|612.9|507.3|282.9|262.7
1919,15,0.6597,69.26,9874.0,0.006945000000000001,0.999999,CHCHD3 CLPB DNAJC11 FAM136A HAX1 HTRA2 IMMP2L MTCH2 MTX1 MTX2 ROMO1 TIMM13 TIMM17A TIMM23 YME1L1,mitochondrion organization|inner mitochondrial membrane organization|protein localization to mitochondrion|mitochondrial membrane organization|protein targeting to mitochondrion,9.269e-16|1.868e-12|2.473e-11|5.412e-10|5.639e-10,1.462e-11|1.473e-08|1.3e-07|2.134e-06|1.779e-06,33.05|158.4|100.5|58.84|122.6
1920,4,0.6583,3.95,2985.0,0.001318,0.9929309999999999,CFAP300 CLMP GJC1 TM6SF1,gap junction assembly|cell communication by electrical coupling involved in cardiac conduction|cell communication by electrical coupling|cell communication involved in cardiac conduction|cardiac conduction,2.119e-06|6.401e-06|1.087e-05|4.647e-05|0.0002174,0.03343|0.05048|0.05714|0.1832|0.6859,1030|549.2|411.9|191.6|86.72
1921,5,0.6567,6.567,3412.0,0.0019149999999999998,0.996692,DERL1 MANF SLC33A1 SYVN1 TMBIM6,response to unfolded protein|response to topologically incorrect protein|regulation of response to endoplasmic reticulum stress|cellular response to unfolded protein|cellular response to topologically incorrect protein,2.277e-08|3.631e-08|7.486e-07|2.606e-06|3.896e-06,0.0003592|0.0002864|0.003936|0.01028|0.01229,98.66|87.64|145.4|95.05|82.93
1922,5,0.6611,6.611000000000001,3394.0,0.0019379999999999998,0.996692,COMMD3 RAB7A RMC1 WDR81 WDR91,early endosome to late endosome transport|vesicle-mediated transport between endosomal compartments|cytosolic transport|autophagy|process utilizing autophagic mechanism,1.782e-08|2.245e-08|3.82e-06|3.269e-05|3.269e-05,0.0002811|0.000177|0.02008|0.1289|0.1031,537.3|494.3|83.49|40.38|40.38
1923,9,0.6583,23.7,6670.0,0.0035310000000000003,0.9998530000000001,DAND5 TMED1 ZNF433 ZNF441 ZNF443 ZNF490 ZNF625 ZNF627 ZNF69,"regulation of transcription by RNA polymerase II|regulation of transcription, DNA-templated|regulation of nucleic acid-templated transcription|regulation of RNA biosynthetic process|regulation of RNA metabolic process",4.999e-07|4.943e-06|4.955e-06|5.011e-06|8.956e-06,0.007886|0.03899|0.02605|0.01976|0.02825,7.079|5.285|5.283|5.276|4.897
1924,8,0.6619,18.53,6100.0,0.0030210000000000002,0.9996790000000001,ANO1 FGF19 MRGPRD MRGPRF MYEOV PITPNM1 POLD4 TMEM134,detection of external stimulus|detection of abiotic stimulus|negative regulation of bile acid biosynthetic process|negative regulation of bile acid metabolic process|iodide transport,0.00118|0.001215|0.001552|0.001552|0.00194,1|1|1|1|1,38.42|37.86|858.1|858.1|643.6
1925,9,0.6839,24.62,7591.0,0.003225,0.9998530000000001,C5AR1 C5AR2 CABP5 FFAR3 FGF21 GPR32 KLK3 SULT2B1 VN1R4,complement receptor mediated signaling pathway|complement component C5a signaling pathway|inflammatory response|phospholipase C-activating G protein-coupled receptor signaling pathway|defense response,4.594e-08|1.271e-06|1.898e-06|1.378e-05|1.763e-05,0.0007247|0.01003|0.009979|0.05435|0.05562,475.3|2060|20.76|62.41|8.727
1926,5,0.7086,7.086,3935.0,0.0017929999999999999,0.996692,BTN2A2 HIST1H1T OR2B6 TMEM14B TRIM39,regulation of cell cycle G1/S phase transition|regulation of mitotic cell cycle phase transition|negative regulation of activated T cell proliferation|regulation of cell cycle phase transition|mitotic G2 DNA damage checkpoint,0.0004209|0.00249|0.00291|0.002948|0.004459,1|1|1|1|1,59.87|24.29|367.8|22.29|234
1927,11,0.6543,35.99,8718.0,0.0041,0.999969,FAM47E HNRNPDL SULT1B1 TMEM150C TMPRSS11B TMPRSS11E UGT2A1 UGT2B11 UGT2B15 UGT2B4 UGT2B7,cellular glucuronidation|uronic acid metabolic process|glucuronate metabolic process|steroid metabolic process|estrogen metabolic process,6.317e-13|1.763e-12|1.763e-12|2.002e-09|4.868e-09,9.964e-09|1.39e-08|9.268e-09|7.896e-06|1.536e-05,492.7|390.1|390.1|42.88|197.1
1928,4,0.6731,4.039,3528.0,0.001141,0.9929309999999999,DNAI1 FNDC1 SPAG8 TMEM151B,outer dynein arm assembly|epithelial cilium movement involved in extracellular fluid movement|axonemal dynein complex assembly|extracellular transport|axoneme assembly,0.004266|0.00678|0.007166|0.007359|0.01525,1|1|1|1|1,245.2|151.4|143|139.2|66.01
1929,4,0.6541,3.925,3153.0,0.00124,0.9929309999999999,EPS15 ONECUT3 SMPD2 TMEM158,sphingomyelin catabolic process|receptor-mediated endocytosis of virus by host cell|endocytosis involved in viral entry into host cell|postsynaptic endocytosis|postsynaptic neurotransmitter receptor internalization,0.001359|0.001553|0.001553|0.001941|0.001941,1|1|1|1|1,858.1|735.5|735.5|572.1|572.1
1930,5,0.6537,6.537000000000001,4162.0,0.001564,0.996692,CYP2W1 DAGLB MICALL2 RSPH10B TMEM184A,endocannabinoid signaling pathway|retrograde trans-synaptic signaling by endocannabinoid|retrograde trans-synaptic signaling by lipid|trans-synaptic signaling by endocannabinoid|trans-synaptic signaling by lipid,0.0009706|0.0009706|0.0009706|0.001456|0.001456,1|1|1|1|1,1373|1373|1373|823.8|823.8
1931,4,0.7352,4.4110000000000005,2989.0,0.00147,0.9929309999999999,CHIC2 STUB1 TMEM185B TNFAIP3,positive regulation of cellular protein catabolic process|negative regulation of toll-like receptor 5 signaling pathway|regulation of toll-like receptor 5 signaling pathway|positive regulation of chaperone-mediated protein complex assembly|regulation of chaperone-mediated protein complex assembly,0.0003385|0.0003883|0.0003883|0.0003883|0.0003883,1|1|1|1|1,66.87|5149|5149|5149|5149
1932,4,0.7307,4.3839999999999995,3170.0,0.001377,0.9929309999999999,METTL22 MYLPF SULT1A2 TMEM186,ethanol catabolic process|primary alcohol catabolic process|ethanol metabolic process|sulfation|purine ribonucleoside bisphosphate metabolic process,0.002522|0.003104|0.004266|0.004846|0.00504,1|1|1|1|1,429.1|343.2|245.2|214.5|205.9
1933,7,0.6542,13.74,5184.0,0.002636,0.9992989999999999,DAND5 STX10 TMEM205 ZNF443 ZNF490 ZNF625 ZNF69,regulation of transcription by RNA polymerase II|sequestering of nodal from receptor via nodal binding|negative regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry|negative regulation of nodal signaling pathway involved in determination of left/right asymmetry|sequestering of BMP in extracellular matrix,0.0005281|0.0006794|0.001019|0.001019|0.001698,1|1|1|1|1,5.689|2942|1471|1471|735.5
1934,14,0.6529,59.41,11050.0,0.005337,0.9999969999999999,APTX AQP7 CREB3 DNAJB5 FAM205A GALT IFNA1 NPR2 OR2S2 SIGMAR1 SPAG8 TESK1 TMEM215 TOMM5,UDP-glucose catabolic process|polynucleotide 3' dephosphorylation|nucleotide-sugar catabolic process|positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response|galactose catabolic process via UDP-galactose,0.001358|0.002037|0.002037|0.002715|0.002715,1|1|1|1|1,1471|735.5|735.5|490.4|490.4
1935,4,0.7105,4.263,3319.0,0.00128,0.9929309999999999,EFHD1 MYH10 MYH4 TMEM220,actin filament-based movement|modification of postsynaptic actin cytoskeleton|regulation of response to salt stress|regulation of cellular hyperosmotic salinity response|modification of postsynaptic structure,0.0002037|0.0009706|0.0009706|0.0009706|0.001553,1|1|1|1|1,86.53|1287|1287|1287|735.5
1936,4,0.6532,3.9189999999999996,3664.0,0.001066,0.9929309999999999,CAPN13 KHK RNF183 TMEM236,fructose catabolic process|fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate|response to sucrose|glyceraldehyde-3-phosphate metabolic process|response to disaccharide,0.001165|0.001165|0.001747|0.001747|0.001747,1|1|1|1|1,1030|1030|643.6|643.6|643.6
1937,4,0.657,3.9419999999999997,3308.0,0.001188,0.9929309999999999,HOXD10 HOXD11 HOXD9 TMEM237,peripheral nervous system neuron development|peripheral nervous system neuron differentiation|regionalization|proximal/distal pattern formation|hindlimb morphogenesis,2.572e-06|2.572e-06|1.482e-05|1.879e-05|1.879e-05,0.04057|0.02028|0.07795|0.07411|0.05929,858.1|858.1|48.57|294.2|294.2
1938,11,0.6714,36.93,9022.0,0.004067,0.999969,AP5S1 AVP HSPA12B OXT PLCB4 RSPO4 SIRPB1 SIRPG SPEF1 TGM3 TMEM239,maternal aggressive behavior|aggressive behavior|female mating behavior|hyperosmotic salinity response|regulation of female receptivity,2.588e-06|9.308e-06|1.163e-05|1.163e-05|1.163e-05,0.04083|0.07341|0.06116|0.04587|0.03669,1248|534.9|468.1|468.1|468.1
1939,4,0.722,4.332,2756.0,0.001565,0.9929309999999999,FOXA2 HNF1A HNF4A TMEM245,endocrine pancreas development|pancreas development|endocrine system development|regulation of gastrulation|regulation of hormone secretion,3.891e-08|1.776e-07|8.899e-07|4.831e-06|9.735e-06,0.0006138|0.0014|0.004679|0.01905|0.03071,367.8|217.6|125.6|605.7|55.96
1940,6,0.651,9.766,4692.0,0.002072,0.998474,TMEM44 ZFP28 ZNF304 ZNF550 ZNF587 ZNF814,"regulation of transcription by RNA polymerase II|positive regulation of histone H3-K27 trimethylation|regulation of histone H3-K27 trimethylation|regulation of transcription, DNA-templated|regulation of nucleic acid-templated transcription",0.0001685|0.0005824|0.0005824|0.0006968|0.0006978,1|1|1|1|1,6.637|3432|3432|4.955|4.953
